,movie_id,Title,plot
190,2325509,Adi Thadi,"an elderly gangster falls in love with a schoolgirl, and goes to blackly comical measures to win her heart. shivraj action  comedy"
191,1401121,Gambeeram,"after losing his wife, saroj, during childbirth, erode, chennai-based inspector mukesh bhargav, brings up his daughter, kirtika, on his own, rises up to the position of assistant commissioner of police, battles hoodlums, exposes inept and corrupt police officers, as well as investigates politicians, their nexus with senior civil servants, and the underworld, ignoring the fact that his and kirtika's days may already be numbered by his many enemies.—rajoo (gunwanti@hotmail.com) suresh action  comedy  crime  drama"
192,369036,Udhaya,"udhaya and vasanthi love each other, but when he learns that she is engaged to another, he moves to another city. here he is framed for a crime; vasanthi finds out and sets out to prove his innocence. azhagamperumal action  drama  thriller"
193,8982398,Kadhal Dot Com,vinod's parents want him to get married to priya as she is madly in love with him. but she is unaware that vinod is in love with his childhood friend sandhya. selvaraj drama
194,12458826,Kanavu Meippada Vendum,"a 'devadasi' leaves her son in the village and goes to the city to find a job. years later, her doctor son finds her and brings her home. but his wife objects to this due to the woman's ill repute. janakivishwanathan drama"
195,8669144,Kuththu,"veerabhagu, a powerful don, disapproves of his daughter anjali's relationship with guru. he tries several ways to keep them away from each other. a.venkatesh action"
196,422320,Ghilli,"velu, an aspiring kabaddi player, goes to madurai to participate in a regional match, where he rescues dhanalakshmi from muthupandi, a powerful man keen on marrying the girl against her will. dharani action  drama  romance  sport"
197,421640,Arul,"arul becomes the black sheep of the family after he falsely takes the blame for something his brother had done. kanmani, his next door neighbour, falls for him. but, arul does not reciprocate. hari action"
198,2677816,Settai,three struggling room-mates unknowingly become potential prey of a ruthless gangster. shivan action  comedy  crime
199,10158030,Maanasthan,"a rich landlord ramasamy (vijayakumar) and his wife lakshmi (sujatha) have two sons deva (sarath kumar) and selva (abbas). deva is an illiterate village bumpkin who is naive and is devoted to his family, gives a job to pachakili (vadivelu) who makes fun. selva is a college student. raasathi (sakshi sivanand) is deva's cousin and love interest, and was betrothed to marry him since childhood. deva's family has a rivalry with ramasamy's younger brother's family. all is well until deva's maternal grandmother becomes severely ill. she meets with ramasamy on her deathbed and reveals a secret: deva is not their child. during her delivery, lakshmi's son was born dead. as a result, lakshmi's mother switched her dead son with an infant deva, whom she found abandoned in a train laterine. this causes ramasamy to kick out deva from his home and disown him, as ramasamy is a staunch castist. this causes the rich deva to become a pauper, but he loves his parents more than ever. meanwhile, rasathi's brother arranges her wedding with deva's cousin, but she consumes poison and blackmails her family that she will die unless deva marries her. deva marries her takes her to the hospital, but she dies on the way, devastating deva. shortly after her funeral, selva comes back home and heavily criticizes ramasamy for mistreating deva. he leaves home to find deva and reunites with him. later on, ramasamy and selva are kidnapped by deva's cousins and are blackmailed to sign over their properties. deva comes and rescues them. ramasamy and entire village beg deva to return, and take his place as ramasamy's heir. however, deva refuses and leaves forever in a train laterine while everyone tries to look for him.—tamil2varigal.com marumalarchibharathi drama"
200,6536950,Singara Chennai,sadha falls in love and elopes with her lover to chennai. an autodriver realizes that her lover is a criminal and decides to save her. suriyan drama
201,12465686,Sema Ragalai,"in order to go abroad in search of his dream job, satya agrees to kidnap his friend's lover. however, he abducts the wrong woman and is stuck with her. ram comedy"
202,75651,Shock,"a couple is terrorized in their new house haunted by the vengeful ghost of the woman's former husband, who possesses their young son. thyagarajan horror"
203,423286,Sullan,"crazy, unemployed, and out of control collegian, subramaniam, is the son of chennai municipal truck driver, mani, who lives a poor lifestyle with his wife and daughter, lakshmi. things spiral out of control for them after subramaniam gets in the wrong books of mla suri - who wants them dead at any and all costs.—rajoo (gunwanti@hotmail.com) ramana action  crime  drama"
204,13796294,Arivumani,"a carefree youth arivumani (murali) loses his wife in an accident. later, he finds a child 'ice kutti' and takes care of her, what all he went through and how he solved the child's issues forms the rest of the story. m.k.kennedy drama"
205,457647,Azhagesan,"remake of a famous malayalam movie ""karumadikuttan"". aarthikumar action  drama"
206,13796274,Kalamulla Kalam Varai,an ias officer disguises himself as a vegetable vendor in order to nab down a highly potent criminal. udhaya drama
207,1265633,Arasatchi,siddharth has suffered at the hands of corrupt lawyers and decides to kill all lawyers who help criminals evade the law. he doesn't even refrain from going against a lawyer who turns out to be family. n.maharajan action  crime  drama  thriller
208,810394,Gajendra,"vijaykanth is gajendra the loyal servant of the rich man sarath babu. gajendra an orphan was brought by sarath babu. gajendra dotes on laya a mentally deranged girl who stays with a couple who takes care of her. flora the granddaughter of sarath is in love with vijaykanth. sarath babu decides to marry off flora to vijaykanth and to overcome the protests from his son in law nizhalagal ravi he decides to adopt vijaykant as his son. at this juncture ravi comes up with laya and questions his relationship with her. vijaykanth is unable to say anything and sarath babu mistakes this silence and asks him to go out of the house. vijaykanth along with laya goes for a temple festival where sarath babu and family too turn up. a gang led by rajkapur on behalf of a don rana languishing in the jail comes to kill vijaykanth while yet another gang led by radha ravi comes to help vijaykanth. sarath babu witnesses the fierce battle in which vijaykanth wins. laya who gets hurt in the fight regains her senses. she takes an iron rod and stabs vijaykanth saying that he only killed her father. vijaykanth is battling for his life in a hospital. hundreds of people throng the hospital shouting gaja gaja. now vijaykanth's aide ramesh kanna reveals the past. vijaykanth had gone to hyderabad with a mission to bring back sarath babu's estranged daughter seetha who eloped with rajiv , now running an ayurvedic hospital. laya daughter of seetha falls in love with vijaykanth. vijaykanth manages to convince rajiv about reuniting with his father in law. at this point don rana's brother kills seetha. radha ravi an acp in the city is helpless before the power of rana. vijaykanth in turn kills rana's brother and becomes the savior to those suffering from the don's atrocities. the don and vijaykanth battle it out. rajiv and his daughter decide to go to chennai. rana plants a bomb in the suitcase of rajiv because the cm is also travelling in it. vijaykanth left with no option but to shoot down rajiv who is about to board the train. laya who is thrown off the train suffers a brain damage. on hearing that vijaykant is in the hospital, rana comes out of jail to wreck vengeance. a gory battle takes place in which rana is killed. vijayykanth hams his way through while liagath ali khan makes use of all possible way to squeeze in politically loaded dialogues. the two heroines having nothing much to do. suresk krishna as a director does not have much to do since the major part of the film is fights. camera-work by prathap is innovative and deva has a soothing song in the film. a careful adaptation to suit the tamil audience could have done the trick.—krishanthan sureshkrishna action"
209,13796236,Oru Murai Sollividu,"venkat (rohit) is a college student and the son of a retired military official (radha ravi). he is in love with dr. priya (janapriya). priya tells him about her dark past and how her former lover fell off a balcony. vankat's father arranges venkat's marriage with another woman (sushmita). dr. sundar is also in love with priya, but it is a one-sided love. a.jawahar drama"
210,1979320,Rush,the merciless 1970s rivalry between formula one rivals james hunt and niki lauda. s.rajkumar action  biography  drama  sport
211,432188,Vishwa Thulasi,"the film, set in the 1940s and moving to the 1960s, revolves around the emotional story of thulasi (nandita das) returning to her village to become a dance teacher. she cannot bring herself to forget vishwa (mammootty), a man she has been in love with for two decades. memories of vishwa haunt her constantly, and upon a chance meeting with him, she discovers he too is struggling with his love for her. both are haunted by the memory of thulasi's cousin, a figure who is unable to control his obsession for his cousin and hide his resentment at thulasi's feelings for vishwa. thulasi (nandita) comes to sundarapuri after her guardians - her grandma and uncle - pass away, to work as teacher in a dance school. it is in sundarapuri that vishwa (mammootty) the zamindar whom she had met 20 years ago, lives. they meet again and the feelings that had blossomed in their hearts as teenagers, are revived. vishwa is unmarried and thulasi has gone through an unceremonious ritual in the name of matrimony, but fear of societal stigma and innate inhibition keep them asunder. sensing their intense love for each other, pattabhi (a very natural essay by 'delhi' ganesh once again), the manager at vishwa's house, helps them overcome their fears. it is then that fate enters in the form of siva (manoj k. jayan). sumathyram drama  musical  romance"
212,13789528,En Purushan Ethir Veetu Ponnu,"pandian (pandiarajan) is a milkman in his village, he lives away from his wife and takes care of his grandmother (paravai muniyamma). pandian is friend with his neighbour and college student rekha (sanghavi), she considers pandian as her uncle. pandian's uncle manikkam (alex), who lives in the next village, is a drunkard and has two daughters : parvathy (radhika chaudhari) and meenakshi (abhinayashree). the eldest parvathy is a soft-spoken woman while meenakshi is a short-tempered woman. a few months ago, pandian and parvathy got married and lived together happily. to celebrate his wedding, pandian arranged a party with his friends. pandian drank a lot of alcohol and was completely plastered, back home, he tried to misbehave with parvathy's sister meenakshi. the heart-struck parvathy then went back to her father's home with meenakshi. chokku (bharathi) is a money lender and a sick womanizer in his village who ruins many villagers lives. he tries to woo the bubbly meenakshi but she rejects his proposals. one day, meenakshi kills him and she doesn't have any other choice to kill herself. after the loss of her beloved sister, parvathy goes back to her husband. afterwards, parvathy starts to suspect her husband relationship with rekha. what transpires later forms the crux of the story. baranikumar drama"
213,810985,Neranja Manasu,"the villagers of suriyakudi believe that young ayyanar will be their saviour. ayyanar soon gets sivanandi imprisoned for killing his own father. years later, sivanandi returns to kill him. samudrakani action  drama"
214,13789364,Chatrapathy,"saravanan (sarathkumar), is a bus driver and kili (vadivelu), is the bus cleaner in a college. he also takes care of an orphanage which is home to many children and old-aged people. indhu (nikita thukral), a student of the college, tries to woo saravanan. meanwhile, a few rowdies are found dead. those rowdies happened to be henchmen of chakravarthy (mahadevan), a local powerful politician. it is revealed that saravanan is the man behind the murders. a flashback is shown where saravanan's actual name is chatrapathi. he is an army major and recipient of ""paramveer chakra"" award, which is considered to be one of the prestigious awards in the army. on his visit to his native village in tamil nadu, chatrapathi finds that chakravarthy has grabbed majority of the land in his village from poor farmers with plans of constructing a beer factory. chakravarthy also troubles chatrapathi's widowed sister (saranya ponvannan) by forcing her to hand over her land where she runs a small orphanage. as chatrapathi opposes this, chakravarthy and his henchmen beat up chatrapathi and his sister, following which she dies. they also demolish the orphanage, which leads to the deaths of a few children. they also finally grab the land. an angered chatrapathi kills chakravarthy's henchmen and goes into hiding to escape from police, waiting for an opportunity to kill chakravarthy. chakravarthy finds out that chatrapathi is behind him for taking revenge and tries to protect himself. however chatrapathi kills chakravarthy in the end and surrenders to the police. the court hands over chatrapathi to the army. srimahesh drama"
215,100998,Dreams,a collection of tales based upon eight of director akira kurosawa's recurring dreams. kasthuriraja drama  fantasy
216,464106,Manmadhan,story of a mentally disturbed playboy serial killer who hunts kills many women. a.j.murugan crime  mystery  romance  thriller
217,9130110,Amma Appa Chellam,"chellam is from a poor family who has done his parents proud by scoring the highest in the district. although he is in love with a rich girl, he ignores her and gives priority to his studies and career. suriyan "
218,10189798,Maha Nadigan,"sathya, a junior artiste, manages to secure a chance to play a hero in a movie. as his fame gradually increases, he is ambitious to become the chief minister of the state. sakthichidambaram "
219,12671754,Jananam,an angry young man is deeply affected by the sufferings of his friends who struggle to find a job. this leads him to lash out against the corrupt society. rameshselvan action  drama
220,453740,Kaadhal,"a wealthy girl falls in love with a young motor mechanic, faced with the imminent threat of an arranged marriage with an american groom she persuades to elope with the motor mechanic. balajisakthivel romance"
221,13782850,Meesai Madhavan,"the story begins in kerala. vignesh is the four year child of a doctor (rajeev). vignesh has two elder sisters. on his vignesh's fourth birthday the doctor was late for the celebration; but he gives vignesh a trumpet which he likes very much. the same night while they were celebrating, a kabooli (manivannan) comes with a child who was suffering from fever to the doctor. the doctor doesn't treat the child and ask him to take the child to hospital. a call comes at midnight saying that the kabooli's son is serious. the doctor rushes to the hospital and he takes his son with him. vignesh is very much attached to the music played by the kabooli. kabooli's son madhavan dies in the hospital and he runs away from the hospital with vignesh. after 15 years the story shifts to chennai, where we see kannas (thangaraj) and kadalas (ilavarasu) who are street boys. they stay with amminiamma (sabitha anand) and they are in love with her daughters. one of her daughters steals some valuables from the house where she does household work. in order to save them, kannas and kadalas go to prison. when they return, they find both are married and move out of the house with sorrow. madhavan (ramana) comes in search of kannas and kadalas because they went to prison for stealing the trumpet which was at stake. kannas and kadalas have buried the trumpet in the ground and now there is a circus tent around it. while trying to take it out; the trumpet is taken by rani (kutti radhika) the daughter of the circus owner. madhavan asks for the trumpet and she refuses to give it. they fight with each other and in the process madhavan tries to prove that rani has an illicit relation with him. her father meesaikarar (anandraj) is furious and he tries to kill madhavan. but before that madhavan tells him that he did all this for his trumpet and he has no relation with his daughter. meesaikarar asks rani to return the trumpet. madhavan plays the same music which the kabooli used to play. all in the circus tent are shocked to hear it and it is revealed that madhavan is meesaikarar's nephew. all in the circus tent accept him wholeheartedly. madhavan ignores rani and she tries to commit suicide. madhavan confesses his love for her. while romancing he plays the same music and the doctor who was passing by hears it and he comes with his daughters and sons-in-law and they forcefully take him. madhavan tries to leave but is given sedation. one of the sons-in-law is a police officer and the other is a doctor and they are able to arrest meesaikarar who comes to release madhavan. the doctor shows the photograph of dead madhavan and the newspaper articles reporting the kidnap of vignesh to the people in the circus tent. meesaikarar is released under the condition that they would leave the city within 48 hours. meesaikarar is also furious and says that he will marry off his daughter within 48 hours and his son would curse him for being his father. kannas and kadalas come to madhavan's house and she stops them. she requests kannas and kadalas not to take her son back to the streets. kannas and kadalas reveal the love between madhavan and rani and also tell her that madhavan would be happy only with rani. the doctor also decides to leave the city the next morning. madhavan sees the door of his bedroom opened. he is successful in getting out of the house through the back door, but is shocked to see her there. she tells him that she was the one who opened all doors for him because she couldn't see him sad. she asks him to run with his rani. the mother blesses her son and he leaves. but when he reaches the circus tent he is badly beaten up by meesaikarar and party. rani is not allowed to leave. kannas and kadalas take madhavan from there and they help rani run away with madhavan. but meesaikarar finds them. he tries to kill madhavan, but can't. after getting accepted by both families, rani and madhavan are getting married that day and all are invited to the marriage. when kannas and kadalas and their gang reach for the marriage they are stopped at the gate. when they try to reach to madhavan, they are stopped by his relatives. kannas and kadalas bid a tearful farewell to madhavan saying that their place is in the streets and they leave. while leaving they leave a gift with the watchman for madhavan. madhavan's brothers-in-law stop the watchman, open the gift and find it is the trumpet. they throw the trumpet away and it falls in front of kannas and kadalas. they take the trumpet and play the same tune. madhavan comes from the house and he is welcomed to his marriage. he scolds his relatives for those kindnesses. kannas and kadalas then take their bag where they put waste materials and leave the place. s.ramu drama"
222,107944,Remote,"a 13-year-old boy, obsessed with making remote-control toys, puts up a fight when trapped in a vacant model house with three dimwit prison escapees. karvannan adventure  comedy  family  fantasy  sci-fi"
223,449828,Ayya,"ayya is a 2005 indian tamil film, directed by hari and produced by k. balachander, pushpa kandaswamy. the film stars sarath kumar, nayanthara, prakash raj, napoleon and vadivelu in lead roles. the film had musical score by bharadwaj. watch the full movie, ayya, only on eros now. hari drama  romance"
224,475756,Thirupaachi,"sivagiri, a blacksmith from a village, visits chennai to meet his sister and her husband. when he sees the city is not a safe residence for commoners, he takes the matter into his own hands. perarasu action  drama"
225,953605,Sukran,"college classmates ravi and sandhya are in love with each other. but sandhya's cruel stepmother wants to marry her off to her uncle, a rowdy and will go to any extent to stop them. s.a.chandrasekhar action  drama  thriller"
226,13782006,Ulla Kadathal,"ramya (kutty radhika) and her best friend samyuktha (suja varunee) are students in visual communication. ramya is a soft-spoken woman while samyuktha is an outspoken and carefree woman. ramya falls in love with robert (yugendran), a freelance photographer who comes to her college for a teaching stint. they begin to meet each other and they fall in love with each other. one day, robert reveals that he grew up in an orphanage and he is willing to marry her. ramya's brother sakthi (vignesh) is overprotective and a stubborn person, sakthi wants her to marry the man he has chosen: a usa-based groom. ramya tries to convince her parents and her brother to marry her lover but sakthi has a bad opinion of robert. sakthi and her parents then start the marriage preparation. robert and ramya decide to elope with the help of their friends and they get married in a temple. the night of their first night, an angry sakthi finds their place and reveals his sister that their parents had committed suicide following her elopement. ramya decides to stay with her brother for a few months, the problem escalates and sakthi takes this opportunity to fulfil his wish but her sister-in-law malar (priyadarshini) tries to stop it. later, ramya becomes pregnant and sakthi wants her to abort the baby but ramya refuses. one day, he lies to his sister that they are going to the temple and he tries to bring her to the doctor. robert comes to her rescue and saves her. during the fight between sakthi and robert, sakthi falls from a building and they take him to the nearby hospital. ramya sold her thaali to pay the hospital bills and sakthi is saved by the doctor. sakthi finally understands his mistake. robert and ramya lived happily ever after. pugazhendhithangaraj drama"
227,8903454,Aadhikkam,"a radio jockey has a fan in the form of a girl who often sends song requests. both fall in love talking over the phone. when it is time to meet face to face, the boy develops an inferiority complex. v.c.guhanathan drama"
228,13776468,Mannin Maindhan,"bhairavamurthy (manoj k. jayan) and gajapathy (ponnambalam) are two powerful landlords who fight against each other in their village. bhairavamurthy's wife and car driver got killed by gajapathy's henchmen in the past, then kadhir (sibiraj), the car driver's son, decided to take revenge on gajapathy one day and grew up in bhairavamurthy's house. amutha (suha), bhairavamurthy's daughter, returns to her village after studying in the city college and then falls in love with kadhir. bhairavamurthy decides to join hands with gajapathy and to kill his faithful henchman kadhir. the couple elopes from the house and runs around the village. pratap (sathyaraj), an honest cop, saves them. the henchmen, who worked with the landlords, lay down their arms and support the couple. bhairavamurthy and gajapathy decide to both kill kadhir, but they eventually kill each other. ramanarayanan drama"
229,453190,Raam,"ram is falsely charged for killing his mother. his neighbors are also called for interrogation. the combined effort of ram, friends and the police lead to tracking down the real killer. ameer action  drama  mystery  thriller"
230,13776224,Rightaa Thappaa,"satya, a college student, falls for peer pressure and ends up eve-teasing a few girls who later on lose their lives due to an unfortunate accident. r.bhuvana drama"
231,13776188,Girivalam,"arjun (shaam) heads a dance troupe and priya (roshini), one of the dancers in the troupe is in love with him. their aim is to be the permanent fixture at the hotel of giriprasad (richard), a millionaire. they lose the competition but still see their dream realised when the lead dancer in the winning troupe dies. soon, giriprasad falls for priya and his sincerity makes her reciprocate his feelings. shivraj drama  musical  romance  thriller"
232,13776044,Thaka Thimi Tha,"krishna (yuva krishna) works at an eatery owned by vivek (vivek) while gayathri (ankitha) is a radio jockey. they are neighbours and both their families begin to quarrel. their families then start to like each other and become good friends. they decide to arrange the marriage between the young couple but they both refuse and vivek tells them the reason. krishna and gayathri fell in love with each other in college. from time to time, they were involved in small quarrels but the couple made it up every time. one day, it was the ""straw that broke the camel's back"": yuva told his friends about being close to gayathri and described her, she got angry and they split apart. after finishing college, gayathri's family moved into a house opposite to that of yuva. their families and vivek try their best to rejoin them but her relative sri (sriman) tries to win her heart and gayathri even accepts to marry sri. for the marriage of their friend in their college, krishna and gayathri return there. vivek and their collegemates try to convince krishna and gayathri to be together again. krishna has a change of heart, he convinces her with a song and they eventually reconcile. sundarc. drama"
233,13775936,Sevvel,"sudalai (raj kiran) is a village chieftain who enjoys great respect among villagers. he leads a happy life with his wife sevandhi (seetha). however, due to some turn of events, he is forced to clean the slippers of the villagers by the local police. unable to tolerate the insult meted out, he and his wife decide to leave the village with their young son sevvel (jai akash). sudalai manages to join a state minister as his car driver and stays in her house in chennai and visits his house once a week. one day, an advocate parasuram (kalabhavan mani) in a fit of rage murders the minister and manages to escape, leaving the blame on sudalai. he is arrested and gets life imprisonment. on hearing the news, his wife dies of shock and the child gets orphaned only to be taken care by a noble heart. years roll by and sudalai settles down in chennai and ekes out a livelihood by running an old paper mart. meanwhile, sevvel grows up and his search for his father continues. he grows up to a noble hearted youth who joins a law college. he works in sudalai's paper mart without knowing that he is his father. he passed out in flying colours in his law exams and joins as parasuram's junior.the rest is all emotional drama which culminates with jai akash taking revenge of parasuram and a reunion with his father. primose drama"
234,449869,Chandramukhi,"creepy happenings in an abandoned mansion are attributed to the ghost of an ancient courtesan, back for revenge p.vasu action  comedy  drama  fantasy  horror  mystery"
235,453188,Priyasakhi,"a romantic drama telling the tale of two lovers, sakhi(madhavan) who is from is a family which is very traditional and priya(sadha) who is from a cosmopolitan and very outgoing family. k.s.adhiyaman drama  family  romance"
236,10128024,Jithan,"surya , an introvert by nature, loves his classmate priya from childhood but has never expressed his feelings towards her. meanwhile, surya's classmate ajay also tries to woo priya, in which he succeeds but to an extent. priya does not like surya as she views him as a nerd. one day, surya gets frustrated as he is not being liked by anyone and cries loudly in a beach, where he finds a small idol of a god. he holds the idol, saying that it is better to be invisible in this world rather than being disliked by everyone. vincentselva drama  fantasy  romance  thriller"
237,13781994,Kadhal Seiya Virumbu,"for misinterpreting a friendly relationship with a girl to be a love affair, the college student santhosh (santhosh) gets a punishment from the court: to read mahatma gandhi's autobiography for a week in the mother teresa's library. a few months later, santhosh joins a college in chennai. nithika (srisha), a studious student and a social worker, is attracted by his attitude and she falls in love with him. santhosh likes her too but he has only one thing in mind: having sex with her. they fall in love with each other and start dating each other. one day, santhosh tries to have sex with nithika in his home but nithika, who strongly believes that premarital sex is taboo, insults him and runs away. a few months ago, santhosh was a dedicated student in coimbatore, he had the ambition to study aeronautics and to become a pilot. he and his collegemate subha (ashwini) fell in love with each other. one day, subha wanted to have sex with him but he refused. he explained to her that love should be pure and sex should be only after the marriage. for his love, he made several sacrifices including not going to an aeronautics training. thereafter, subha announced to him that she will marry a wealthy nri and explained that their love wasn't strong enough (because they didn't have sexual intercourse). he created a ruckus at the registrar's office and subha lied by saying that they were just friends. the police then arrested santhosh hence the punishment to read mahatma gandhi's autobiography. back to the present, santhosh tries to reconcile with nithika but she tells him that he is ""unfit"" for love. santhosh then meets subha, she tells him that her husband divorced her when she got breast cancer. she apologizes to him for her mistakes and she is now working in an ashram. santhosh and nithika finally understand their feelings, and they make up after their quarrel. ravibhargavan drama"
238,13775718,Pesuvoma,"in a remote village, elango (kunal) is a jobless engineering graduate who works in the tea stall of his father shanmugam (balu anand). this year as every year, thenmozhi (sharmelee) comes to the village to stay with her grandparents. elango is in love with thenmozhi since childhood while shankar (guna), a ruthless and rich money lender, falls under her spell. elango starts to follow thenmozhi and tries to give her a love letter. when shankar comes to know it, he sends his henchmen to beat him. thenmozhi then meets the injured elango and he reveals his love, but thenmozhi tells that she doesn't believe in love. the next day, thenmozhi returns to chennai and goes back to college. shankar stalks her and eve teased her in her college and in public place. she then complains to the police and he is arrested but shankar is released from jail thanks to thenmozhi's father who is his family friend. with his family, shankar meets her family to get engaged to her and her parents accept. at first, thenmozhi refuses to marry him but she changes her mind for her family and requests them to postpone the wedding until she finishes her studies. in the meantime, elango moves to chennai, he becomes a story writer for a magazine and his stories about his love failure become popular among the readers. later, thenmozhi meets elango and praises him for his work and she tells him that the happiness of her parents is more important than anything for her. the success of his stories prompted elango to write a book and he invites his friend thenmozhi for the release function. when shankar comes to know about it, he doubts her of being in love with elango and her parents decide to prepone her wedding. the day of the marriage, elango is beaten up by shankar's henchmen and is admitted to the hospital, when she comes to know about it, thenmozhi rushes to see him. elango completely lost eyesight and he is now blind in both eyes. when thenmozhi returns to the marriage, she refuses to marry a cold-blooded person and her family agree with her decision. shankar's family and friends scold him for being so inhuman, a heartbroken shankar commits suicide by shooting himself with a gun. in the hospital, elango regains sight and he learns that he has shankar's eyes. in a letter written just before his suicide, shankar apologizes for suspecting elango and thenmozhi's friendship. the film ends with elango and thenmozhi getting together. s.k.udayan drama"
239,458184,Ullam Ketkumae,"a friendship between college friends shyam, priya and pooja suffers when shyam confesses his love for priya, leaving pooja, who also loves him, heartbroken. jeeva romance"
240,13775688,Padhavi Paduthum Paadu,"malayappan (ranjith) is a notorious brigand, living in the forest, who kidnaps the former chief minister tamizharasan (ravichandran) and demands a huge ransom to the government. the current chief minister veerabhadran (pyramid natarajan) in any case is glad that his arch-political rival and leader of the opposition has been kidnapped by malayappan. veerabhadran declares to the media that he will not negotiate with malayappan and he will not give a single penny to the brigand. malayappan realizes that he made a mistake by kidnapping the wrong person. therefore, the cunning tamizharasan suggests that malayappan kidnap veerabhadran's daughter and malayappan follows his advice. veerabhadran, who now wants to save his daughter at any cost, sends the popular news reporter muthuvel (vasu vikram) to negotiate with the brigand in the forest. thereafter, malayappan releases veerabhadran's daughter and a video of him killing tamizharasan. following the fiasco, the governor of tamil nadu dismissed the current state government and veerabhadran lost his chief minister post. malayappan even gets a general amnesty and receives a government bungalow. tamizharasan is indeed alive and that video of him being killed was a sham. malayappan, who was hiding in the forests so far, is hailed by the people of tamil nadu. thus malayappan forms a political party after seeing his growing popularity. according to the survey, malayappan has a good probability to become the new chief minister. veerabhadran and tamizharasan's party members then join malayappan's party. in the end, the brigand cum politician malayappan wins the election by a huge margin and becomes the new chief minister. in the meantime, malayappan marries his lover ponni (anamika). unlike the former chief ministers, malayappan wants to help the people and starts his fight against corruption. what transpires next forms the crux of the story. c.ramalingam drama"
241,376127,Anniyan,"ramanujam, who suffers from multiple personality disorder, works as a lawyer by day and a vigilante at night, using tips from the 'garuda purana' as his tools to punish various antisocial elements. shankar action  crime  drama  thriller"
242,2325683,Englishkaran,"thamizh fully supports his wife's ambition of being an athlete. after her death, he is determined to help her sister sandhya, a gifted singer, realize her dream although her father is dead against it. sakthichidambaram comedy"
243,13775602,Pon Megalai,"the film begins with the news reporter malarvannan (abhinay) finding the bloodied and unconscious body of megalai (nithya das) in a nun's dress near a railway track. malarvannan and a local police inspector then visit the nearby church and ask the church father (karvannan) to identify her at the hospital. at the hospital, the church father is shocked to see megalai, as well as the minister thandavarayan (t. s. raghavendra) and the police inspector gajapathi (naga kannan). in the past, megalai lived happily with her father ramanathan (charuhasan) and her little sister sangeetha (anusha raghavendra). after the death of her father, megalai had the duty of looking after her sister and finding a job. megalai then sought her father's government job but the officer demanded sexual favours from her in return for the job and megalai refused. she went to the beach to clear up her mind and stayed there the whole day. as night fell, some drunk men tried to misbehave with her and the police officer gajapathi drove them out and took her to the police station. there, she came to know that gajapathi had raped a lady constable. gajapathi beat up the journalist who took the video of his rape and left the videocassette on his table, megalai took it and ran away from the place. during the run, megalai was hit by thandavarayan's car and thandavarayan took the unconscious megalai at his home. when megalai woke up, she listened to the minister's plan of putting a bomb in a hospital. she managed to escape from the place and the minister's goons, and she beat up a pervert who tried to rape her. megalai then entered a church and begged the church father to help her, he suggested her to stay in his home. the church father turned out to be a fraud and tried to rape megalai, during the clash, megalai was injured in the head and fainted. after she awakes in the hospital, megalai tells all the events to the police inspector soundarapandian (charan raj) and he vows to put the culprit in jail. the next day, malarvannan finds the videocassette and gives it to soundarapandian. meanwhile, gajapathi sneaks into the hospital to kill megalai while two terrorists appointed by thandavarayan try to put a bomb in the hospital. soundarapandian manages to save megalai by killing gajapathi. following a bomb alert, the patients and the medical staff try to leave the place but it exploded killing more than 200 people. the following day, minister thandavarayan commits suicide whereas the fake church father dies after being electrocuted. the film ends with soundarapandian congratulating megalai for her braveness and megalai finally finds a government job. sakthichithran drama"
244,13747224,Kaatrullavarai,"narmadha (pranathi) is one of the leading actresses of tamil cinema while bala (jai akash) is her car driver. bala, who has a stutter, tries his best to protect narmadha from danger but narmadha hates the sight of him and doesn't miss a chance to scold him. in the meantime, the carefree young man ""burma"" bala (s. suresh), an ardent fan of narmadha, wants to marry her. thereafter, ""burma"" bala and narmadha's maid kausi (madhupriya) fall in love with each other. after a new misunderstanding, narmadha orders bala to get out of her house. her father ramkumar (rajesh) then explains to her why bala worked for them all along despite her insulting remarks. a few years back, bala was the son of the village chief and dreamt to become a playback singer. he then left his village and came to chennai, nobody was ready to give him a chance to sing and all his attempts to become a singer failed. meanwhile, narmadha who was still studying in college got an opportunity to act as a heroine in a film. first reluctant, she accepts when she needed money for her mother's heart surgery. during the shooting of her first film, narmadha and her father ramkumar met bala, they felt pity for him and decided to help him. bala stayed in narmadha's home and before the death of narmadha's mother, bala promised her to make her daughter narmadha a successful actress. bala and narmadha eventually fell in love with each. later, narmadha's first film got negative reviews during the test screening, so the film's financier planned to kill narmadha before its release to create publicity thus making it a blockbuster film. bala who had listened to his conversation tried to save her from the goons. during the fight, narmadha and bala got injured in the head but they managed to escape and ended up in a mass marriage ceremony. ramkumar who was with them agreed for the wedding and they got married. when bala's father (rajeev) came to know about the wedding, he gave bala one of his properties and disowned his son. later at the hospital, narmadha had been diagnosed with selective amnesia (she didn't remember anything for the past 2 years) whereas bala developed a stutter. to release narmadha's first film, bala sold his property and paid the film's producer. upon release, narmadha received acclaim for her acting by critics and audience alike but the film flopped and bala lost all his money. however, narmadha was flooded with offers to act in films. to save his daughter's acting career and her mother's dream, ramkumar begged bala to not disclose about their wedding at any moment and bala began to work as her car driver. narmadha, who finally comes to know about bala's sacrifices, decides to put an end to her acting career and to live with her husband bala. bala and narmadha live happily ever after. radhabharathi drama"
